tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3733399,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018837504,,254559,,6,2002,1,45 Taaffe Place
,3733420,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017910072,,1238850,WAZOBIA HOUSE HOUSING,42,2008,1,31 Van Buren Street
,3733430,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018140010,1,188956,JEFFERSON CLUSTER L.P,8,1931,1,486 Gates Avenue
,3733440,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017950080,1,96367,BSDC NRP I LIMITED PA,6,1931,1,609 Greene Avenue
,3733442,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017990013,,2277900,GREENE PARK ASSOCIATE,84,1931,1,572 Greene Avenue
,3733452,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018000019,,2327,GREENE SITE LLC.,6,,,626 Greene Avenue
,3733460,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750033,,218790,IMPACCT HOUSING DEVEL,9,1931,1,126 Pulaski Street
,3733462,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017760063,1,217350,IMPACCT HOUSING DEVEL,23,1931,2,795 Dekalb Avenue
,3733503,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018090001,,1134000,NYC HOUSING AUTHORITY,24,1972,1,783 Marcy Avenue
,3733512,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017800026,1,434250,724-726 DEKALB LLC,20,1931,1,728 Dekalb Avenue
,3733525,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018970065,,133200,599 MYRTLE PA LLC,8,2014,1,599 Myrtle Avenue
1,3733540,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137512,,1081804,,16,2006,1,189 Franklin Avenue
,3733559,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137508,,171000,,5,2004,1,662 Myrtle Avenue
,3733562,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019130024,,430650,MYRTLE REALTY NY LLC,6,2012,3,658 Myrtle Avenue
,3733565,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007509,1,1477350,"REDSKILL PROPERTIES,",10,2006,1,79 Skillman Street
,3733568,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017347508,,482354,,9,2011,1,504 Park Avenue
1,3733577,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007501,,198394,,10,2002,1,675 Myrtle Avenue
,3733581,36047019300,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019100023,,737100,586 MYRTLE LLC,17,2014,1,588 Myrtle Avenue
,3733589,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157504,,932182,,12,2002,1,460 Flushing Avenue
,3733597,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019130039,,330300,156 SKILLMAN LLC,8,2010,1,158 Skillman Street
,3733599,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157507,,1180798,THE 777 BEDFORD AVE C,12,2007,1,777 Bedford Avenue
,3733604,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019140035,,878850,97 PROSPECT LLC,18,2005,1,902 Bedford Avenue
,3733636,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018867501,,760086,,10,2002,1,800 Bedford Avenue
,3733638,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019140036,,1711800,97 PROSPECT LLC,18,2005,1,908 Bedford Avenue
,3733645,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017347509,,1281599,,12,2003,1,809 Bedford Avenue
,3733660,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018987503,,461700,,7,2012,1,108 Franklin Avenue
,3733668,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017627502,,3599550,,50,2007,1,382 Willoughby Avenue
,3733669,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157508,,1226256,,12,2008,1,789 Bedford Avenue
,3733672,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157509,1,1184850,,12,2008,1,783 Bedford Avenue
,3733678,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157501,,968754,,12,,1,727 Bedford Avenue
,3733687,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018847501,,747002,,12,2009,1,773 Kent Avenue
,3733688,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018860082,,107538,GEFEN REALTY LLC,6,1905,1,495 Park Avenue
,3733693,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019147506,,813600,,8,2008,1,153 Skillman Street
,3733706,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137510,,197346,,8,2002,1,150 Skillman Street
,3733707,36047019300,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019100052,1,1585350,,,1930,2,249 Classon Avenue
,3733708,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017340058,,51438,HOUSING PRESERVATION,6,1931,1,825 Bedford Avenue
,3733714,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019147505,1,1514252,,15,2008,1,898 Bedford Avenue
,3733763,36047053300,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022110002,,124033,BEDFORD PENN REALTY L,7,1899,1,637 Bedford Avenue
,3733765,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137511,,197345,,8,2002,1,154 Skillman Street
,3733771,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019110024,,91854,IMPACCT HOUSING DEVEL,7,1905,1,894 Kent Avenue
,3733798,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018837503,,208894,,6,2001,1,59 Taaffe Place
,3733804,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019140135,,1711800,97 PROSPECT LLC,18,2005,1,904 Bedford Avenue
1,3733805,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137503,,231989,,8,2002,1,173 Franklin Avenue
,3733806,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019147507,,530099,,8,2010,1,892 Bedford Avenue
,3733809,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137501,,223588,,8,2002,1,171 Franklin Avenue
,3733813,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022637505,,1041750,,14,2006,1,463 Flushing Avenue
,3733823,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137504,1,159030,,8,2003,1,165 Franklin Avenue
,3733828,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018997501,,1112848,,12,2002,1,128 Skillman Street
,3733832,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157503,,1038826,,12,2000,1,456 Flushing Avenue
,3733844,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157506,,1234802,,12,2007,1,773 Bedford Avenue
,3733862,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022637503,,648899,,12,2002,1,717 Bedford Avenue
,3733865,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007513,,1090797,,12,2009,1,75 Skillman Street
1,3733867,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137507,,1400853,,12,2003,2,664 Myrtle Avenue
,3733876,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018867504,,1891799,,10,2007,1,804 Bedford Avenue
,3733899,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018040010,,1998450,NYC HOUSING AUTHORITY,77,1972,2,356 Lexington Avenue
,3733906,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018090054,1,193155,GATES CLUSTER DEVELOP,8,1910,2,531 Gates Avenue
,3733931,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018000020,,2327,GREENE SITE LLC.,6,,,626A Greene Street
,3733933,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018050072,,10080,QUINCY ESTATES LLC,6,,1,405 Quincy Street
,3733968,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017860057,,119256,733 LAFAYETTE LLC,8,2014,1,733 Lafayette Avenue
,3733972,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017860003,,71822,JUDAH ASSOCIATES LTDP,6,1931,1,231 Tompkins Avenue
,3734029,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157502,,836234,,6,,1,725 Bedford Avenue
,3734038,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019000016,,1215422,SKILLMAN EQUITIES ASS,35,2014,1,85 Skillman Street
,3734044,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017630024,1,2231550,BSP SPENCER LLC,35,2008,1,175 Spencer Street
,3734079,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018837501,,208895,,6,2002,1,53 Taaffe Place
,3734081,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137506,,231988,,8,2003,1,163 Franklin Avenue
,3734082,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157510,,482049,,9,2007,1,739 Bedford Avenue
,3734086,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019000044,,151690,836-838 BEDFORD AVENU,9,2009,1,838 Bedford Avenue
,3734098,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019110029,,243450,904 GOLD LLC,7,2007,1,904 Kent Avenue
,3734106,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018857504,,538202,,9,2010,1,50 Skillman Street
,3734114,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019000009,,1509300,95 SKILLMAN REALTY LL,19,2009,1,99 Skillman Street
,3734115,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018867502,,233565,,5,2007,1,790 Bedford Avenue
,3734123,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019000067,,472500,MYRTLE HOUSING LLC,49,,1,673 Myrtle Avenue
,3734162,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022637502,,624600,,12,2004,1,713 Bedford Avenue
,3734165,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022237503,,855904,,12,2005,1,796 Wythe Avenue
,3734194,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022237502,,855904,,12,2003,1,790 Wythe Avenue
,3734216,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022627503,1,1228498,,16,2003,1,132 Wallabout Street
,3734221,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022307504,,1494899,,12,2003,1,15 Lynch Street
,3734222,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022307506,,143856,,6,2008,1,11 Lynch Street
,3734255,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017357501,1,761601,,24,2007,1,114A Walworth Street
,3734265,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137505,,223590,,8,2003,1,167 Franklin Avenue
,3734268,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137509,,190523,,8,2002,1,152 Skillman Street
,3734287,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022627505,,1243798,,16,2003,1,429 Flushing Avenue
,3734288,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018837502,,208894,,6,2002,1,57 Taaffe Place
,3734293,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018997507,,205750,,6,2003,1,118 Skillman Street
,3734302,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018867503,,1258650,,8,2009,1,810 Bedford Avenue
,3734307,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017157505,,683938,,9,2004,1,464 Flushing Avenue
,3734319,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007505,,921604,,10,2004,1,858 Bedford Avenue
,3734320,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018990038,,2765250,,48,2002,2,72 Skillman Street
,3734341,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019137502,,223591,,8,2002,1,169 Franklin Avenue
,3734344,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007506,,207318,,9,2006,1,840 Bedford Avenue
,3734349,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017347511,,449102,,5,2012,1,821 Bedford Avenue
,3734354,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018977508,,1772998,,18,2005,1,609 Myrtle Avenue
,3734367,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022170052,,304236,109-111 RUTLEDGE REAL,10,2004,1,111 Rutledge Street
,3734407,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022307507,,377136,,10,2004,1,77 Wallabout Street
,3734416,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022247505,1,1960652,,19,2000,1,23 Heyward Street
,3734422,36047053300,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3021940056,,418854,199-201 KEAP LLC,5,2010,1,201 Keap Street
,3734485,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019120040,,1901700,MD CBD 180 FRANKLIN L,118,2014,1,168 Franklin Avenue
,3734486,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018987504,,464848,,6,2012,1,639 Myrtle Avenue
,3734495,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018997509,,1245602,,12,2012,1,116 Skillman Street
1,3734506,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018987502,,312908,,5,2008,1,102 Franklin Avenue
,3734509,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018857505,,427502,,6,2013,1,52 Skillman Street
,3734635,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022357510,,1120498,,13,2006,1,4 Lynch Street
1,3734645,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022640049,1,316350,FLUSHING AVENUE REALT,10,2004,1,589 Flushing Avenue
,3734658,36047050700,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022700010,,129762,640 BROADWAY HOUSING,6,,1,640 Broadway
,3734660,36047050700,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022517503,,1179902,,17,2006,1,41 Throop Avenue
,3734687,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022640050,1,316800,FLUSHING AVENUE REALT,10,2004,1,587 Flushing Avenue
,3734707,36047050900,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022417528,,1538100,,14,2004,1,115 Lorimer Street
,3734739,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022307502,,196827,,6,1997,1,89 Wallabout Street
,3734757,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022627504,,1228498,,16,2003,1,136 Wallabout Street
,3734771,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022307503,,201690,,5,2003,1,1 Lynch Street
,3734851,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022247506,,886045,,8,2007,1,755 Wythe Avenue
