tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3841497,36061007000,Stuyvesant Town/Turtle Bay,City Council District 2,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009350013,,7173450,HENRY PHIPPS PLAZA NO,204,1970,1,315 East 29 Street
,3841670,36061006600,Stuyvesant Town/Turtle Bay,City Council District 2,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009330025,,17015400,NYC HOUSING AUTHORITY,225,1970,1,463 1 Avenue
,3841714,36061006000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009780001,,185614650,BPP PCV OWNER LLC,2491,1947,23,342 1 Avenue
,3841727,36061008601,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009670001,1,22369050,616 FIRST AVENUE LLC,761,,,626 1 Avenue
,3841729,36061007000,Stuyvesant Town/Turtle Bay,City Council District 2,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009397501,,20062355,KTL 303 LLC,129,2009,1,303 East 33 Street
,3841737,36061006600,Stuyvesant Town/Turtle Bay,City Council District 2,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009337501,1,3215250,,55,2014,1,335 East 27 Street
1,3841787,36061008000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1008930066,,2772000,305 LEXINGTON ASSOCIA,50,1925,1,305 Lexington Avenue
,3841928,36061016300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1011687501,,52423653,,125,2007,1,205 West 76 Street
,3841996,36061016300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1011697502,,12314697,,34,2008,1,230 West 78 Street
,3842008,36061015700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1011450012,,11048400,"DEVELOPMENT CO,INC",175,1918,1,141 West 73 Street
,3842038,36061016100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1011480160,,308700,"COALITION HOUSES, L.P",11,1900,1,170 West 77 Street
,3842178,36061007800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009190059,,12852450,FRONTIER RESTAURANT I,70,2013,1,593 3 Avenue
,3842192,36061007800,Stuyvesant Town/Turtle Bay,City Council District 2,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009157501,,30805671,,191,2007,1,225 East 34 Street
,3842277,36061008800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009200013,,8235000,"GEMINI RESIDENTIAL, L",372,1963,1,222 East 40 Street
,3842394,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003760041,,1585350,745 HOMESTEADERS HOUS,28,1900,1,745 East 6 Street
,3842403,36061001002,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003230001,,98734050,NYC HOUSING AUTHORITY,2391,1962,21,288 Delancey Street
,3842406,36061002400,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003670001,,38485800,NYC HOUSING AUTHORITY,743,1950,8,152 Avenue D
,3842408,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003770037,,830250,107-109 LIMITED PARTN,45,1900,1,107 Avenue D
,3842414,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003760054,,573750,719 EAST SIXTH STREET,16,1900,1,719 East 6 Street
,3842419,36061002400,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003620010,,24777000,NYC HOUSING AUTHORITY,461,1950,6,132 Avenue D
,3842421,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003920033,,805050,155 AVENUE C HOUSING,17,1900,1,155 Avenue C
1,3842424,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003820022,,4640850,ST EMERIC R C CHURCH,,1953,4,181 Avenue D
,3842430,36061002000,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003560001,,92025000,NYC HOUSING AUTHORITY,1861,1950,18,10 Avenue D
,3842431,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003777503,,14302350,,17,2010,1,101 Avenue D
,3842441,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003790048,,788400,733 EAST NINTH STREET,18,1900,1,733 East 9 Street
,3842442,36061002400,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003620001,,30351150,NYC HOUSING AUTHORITY,586,1948,6,134 Avenue D
,3842445,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003930046,,1071900,EAST VILLAGE LAUNCH L,13,2001,1,379 East 10 Street
,3842446,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003820100,1,11520900,VILLAGE EAST TOWERS I,439,1950,5,162 Avenue C
,3842457,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003960010,,48212100,NYC CITY HSG AUTRHORI,616,1980,2,604 East 14 Street
,3842458,36061002800,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003967501,,2013302,,17,2008,1,215 Avenue B
,3842468,36061002601,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003750030,,1131750,MASCOT FLATS HDF CORP,19,1902,1,742 East 6 Street
,3842480,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1003777502,,2805108,,8,2006,1,259 East 7 Street
,3842567,36061008800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009200012,,133920450,605 THIRD AVENUE FEE,,1963,1,605 3 Avenue
,3842603,36061009200,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1012980041,,36216000,LEXINGTON BELVEDERE L,360,2000,1,150 East 44 Street
,3842661,36061007800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009440045,,28188450,"ASN SONOMA, LLC",254,2000,6,312 East 39 Street
,3842688,36061009000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013190037,,2066850,228 E46 HOUSING DEVEL,18,2008,1,228 East 46 Street
,3842739,36061007800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009190058,,3947400,"FRONTIER RESTAURANT,",21,2013,1,202 East 39 Street
,3842772,36061007800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1009190014,1,70403850,EAST 39TH REALTY LLC,464,1997,1,240 East 39 Street
,3842934,36061008000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1008947504,,10438657,,125,2013,1,325 Lexington Avenue
,3843137,36061011800,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014210044,,2106000,"M.M.B. ASSOCIATES, 67",36,1900,1,206 East 67 Street
,3843438,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014710010,,2456438,SENIOR LIVING OPTIONS,10,2005,1,417 East 76 Street
,3843498,36061009800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013420033,,616850,"FIFTIETH,LLC",9,1930,1,348 East 50 Street
,3843527,36061009800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013447502,,19523705,,63,2000,1,351 East 51 Street
,3843694,36061010800,Stuyvesant Town/Turtle Bay,City Council District 5,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013470122,1,188100,EAST 54TH STREET HDFC,12,2001,1,351 East 54 Street
,3843717,36061009800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013267501,,28895853,,135,2006,1,250 East 53 Street
,3843873,36061011000,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014360001,,797850,61ST & 2ND NYC LLC,30,,2,1162 2 Avenue
1,3843885,36061011000,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014350015,,562950,ADHP HOUSING DEVELOPM,,,,East 60 Street
,3843886,36061011000,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014147503,,3258450,,42,2006,1,250 East 60 Street
,3843898,36061011000,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014370032,1,2807100,340 E 63 REALTY LLC,41,1940,1,340 East 63 Street
,3843900,36061010800,Stuyvesant Town/Turtle Bay,City Council District 5,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013497502,,6193352,,14,2005,1,330 East 57 Street
,3843908,36061011000,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014367503,,4761900,,45,2005,1,1115 1 Avenue
,3843943,36061009000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013227502,,16265258,THE ALEXANDER CONDOMI,75,2006,1,250 East 49 Street
,3843987,36061010601,Stuyvesant Town/Turtle Bay,City Council District 5,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013697502,,3312585,,6,2008,1,441 East 57 Street
,3843989,36061010800,Stuyvesant Town/Turtle Bay,City Council District 5,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013470052,,1013746,CITY WIDE SUPPORTIVE,8,2003,1,307 East 54 Street
,3844012,36061009000,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013407501,,110464197,,362,2000,1,845 United Nations Plaza
,3844075,36061010800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013317503,,14335203,,67,2005,1,207 East 57 Street
,3844092,36061012400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014820020,,50037750,NEW YORK SOCIETY ETC,,1955,1,527 F D R Drive
,3844106,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900001,1,11945700,78/79 YORK ASSOCIATES,184,1911,4,1472 York Avenue
,3844122,36061012400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014660003,,40902300,"RCP - EAST, LLC",343,2007,1,1330 1 Avenue
,3844373,36061009800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013457501,,25481258,,84,2006,1,310 East 53 Street
,3844401,36061009800,Stuyvesant Town/Turtle Bay,City Council District 4,MN 06 - Stuyvesant Town/Turtle Bay,Manhattan,New York City,1013437503,,15626276,,57,,1,950 2 Avenue
,3844497,36061013000,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1013880026,,2494350,"JAMES LENOX HOUSE, IN",101,1975,1,49 East 73 Street
,3844606,36061011201,Chelsea/Clinton/Midtown,City Council District 4,MN 05 - Midtown,Manhattan,New York City,1012727501,,11245050,,47,2008,1,33 West 56 Street
,3845032,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016290013,1,173872,131 EAST HOUSING DEVE,10,1910,1,131 East 101 Street
,3845036,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016280049,1,477450,SFDS DEVELOPMENT CORP,16,1910,1,178 East 101 Street
,3845041,36061016800,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016050024,,21269250,NYC CITY HSG AUTRHORI,564,1954,6,65 East 99 Street
,3845048,36061015802,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016240045,,13627800,1501 LEX OWNER LLC,160,2001,1,1501 Lexington Avenue
,3845049,36061016600,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016270022,1,217037,SAN JUAN ASSOCIATESLI,9,1910,1,1553 Lexington Avenue
,3845050,36061015602,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016490001,,23469750,NYC HOUSING AUTHORITY,878,1954,7,1785 3 Avenue
,3845051,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016370001,,9259200,NYC HOUSING AUTHORITY,280,1963,4,1505 Park Avenue
,3845058,36061017401,East Harlem,City Council District 9,MN 11 - East Harlem,Manhattan,New York City,1016140060,1,359100,HAARLEM MEER LIMITEDP,15,1920,1,22 East 109 Street
,3845074,36061015602,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016467502,1,51930450,,215,2005,1,215 East 96 Street
,3845075,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016310060,1,1440450,GOOD NEIGHBOR APARTME,23,1915,1,130 East 104 Street
1,3845081,36061018200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016400001,,24127650,NYC HOUSING AUTHORITY,720,1947,6,1844 Lexington Avenue
,3845084,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016310066,,1439100,GOOD NEIGHBOR APARTME,24,1915,1,114 East 104 Street
,3845087,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016360045,,213548,CDC E 105TH STREET RE,10,1910,1,166 East 109 Street
,3845095,36061016800,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016110015,,6326100,TERENCE CARDINAL COOK,,1974,1,1560 Madison Avenue
,3845096,36061016600,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016320046,,217503,ROOSEVELT LANE HOPE H,7,1910,1,162 East 105 Street
,3845098,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016370028,1,624600,"HOPE FOUNDERS, L.P.",44,2002,1,169 East 109 Street
,3845099,36061016400,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016710039,,2896650,N Y C H A,80,1925,4,314 East 100 Street
,3845101,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016390057,,2538000,NYC HOUSING DEVELOPME,43,2004,2,138 East 112 Street
,3845109,36061017200,East Harlem,City Council District 8,MN 11 - East Harlem,Manhattan,New York City,1016350144,,197597,"W.G. & ASSOCIATES,",5,1910,1,170 East 108 Street
,3845111,36061017401,East Harlem,City Council District 9,MN 11 - East Harlem,Manhattan,New York City,1016147501,,779401,DOMENICO NOTARNICOLA,11,2003,1,1630 Madison Avenue
,3845120,36061016600,East Harlem,City Council District 5,MN 11 - East Harlem,Manhattan,New York City,1016260021,,11200950,NYC HOUSING AUTHORITY,225,1951,2,1539 Lexington Avenue
,3845195,36061012000,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1013997502,,9490501,,22,2011,1,132A East 65 Street
,3845634,36061016500,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1011507504,,14663708,THE HOPKINS CONDOMINU,98,1930,1,172 West 79 Street
,3845761,36061011800,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014210042,,1800000,"M.M.B. ASSOCIATES, 67",35,1900,1,210 East 67 Street
,3845995,36061011800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014410031,,4337550,342 EAST 67 REALTY LL,60,1964,1,342 East 67 Street
,3846018,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900010,1,4721400,78/79 YORK ASSOCIATES,87,1911,1,511 East 78 Street
,3846024,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900009,,5404050,78/79 YORK ASSOCIATES,96,1920,1,503 East 78 Street
,3846077,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900044,1,4980600,78/79 YORK ASSOCIATES,92,1911,2,504 East 79 Street
,3846109,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900028,,6191100,SABRINA SHAPOLSKY TRU,113,1911,1,542 East 79 Street
,3846121,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014720039,,685350,418 EAST 78TH LLC,16,1930,1,418 East 78 Street
1,3846127,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900023,,5856750,78/79 YORK ASSOCIATES,100,1911,1,535 East 78 Street
,3846143,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900036,,5547150,78/79 YORK ASSOCIATES,99,1911,1,516 East 79 Street
,3846158,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014697502,,4519800,"433 EAST 74TH STREET,",11,2007,1,433 East 74 Street
,3846169,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900032,,5670450,78/79 YORK ASSOCIATES,100,1911,1,524 East 79 Street
,3846229,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900040,1,4777200,78/79 YORK ASSOCIATES,102,1911,1,510 East 79 Street
,3846237,36061011600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014617501,,42111900,,128,2005,1,400 East 67 Street
,3846318,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014860001,,6384600,"GOLDEN ASSET, L.L.C.",82,2014,1,1394 York Avenue
,3846341,36061012400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014680038,,1565100,789 NINTH & 414 EAST,28,1910,1,414 East 74 Street
,3846390,36061012600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014440013,,3015900,321 EAST 69TH STREET,38,1920,1,321 East 69 Street
,3846415,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014707501,,26682744,,180,1999,1,404 East 76 Street
,3846427,36061012600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014450047,,679050,"MHM RLTY, LLC C/O MIC",20,1920,1,306 East 71 Street
,3846587,36061012400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014820001,,100144800,ROYAL CHARTER ETAL,517,1987,2,505 East 70 Street
,3846620,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900015,,5969250,78/79 YORK ASSOCIATES,100,1911,1,519 East 78 Street
,3846627,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900030,,5708250,78/79 YORK ASSOCIATES,102,1911,1,532 East 79 Street
,3846640,36061014601,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015317501,,47563649,,165,2007,1,205 East 85 Street
,3846658,36061014801,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015147502,,98630104,,118,2007,1,150 East 86 Street
,3846974,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014700030,,1243350,SENIOR LIVING OPTIONS,15,2004,1,438 East 76 Street
,3846979,36061012600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014470009,,32137200,315 E 72 ST OWNERS IN,219,1958,1,315 East 72 Street
,3847021,36061012600,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014247504,,1726918,,8,2011,1,234 East 70 Street
,3847038,36061011600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014800010,,152585100,ROCKEFELLER UNIVERSIT,,1940,19,590 East 68 Street
1,3847093,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015780001,,18226350,YORK HILL HOUSING INC,296,1962,2,1540 York Avenue
,3847096,36061014402,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015847501,,35076601,ROSE ASSOCIATES INC.,96,2005,1,170 East End Avenue
,3847111,36061013600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015590031,,3519450,COAST TO COAST ASSIST,,1910,1,430 East 80 Street
,3847325,36061013800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015447502,,947705,,7,2008,1,306 East 82 Street
,3847371,36061013400,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014320012,,725400,"231 EAST 77 HDFC,  AS",12,2005,1,231 East 77 Street
,3847408,36061013200,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014900019,,5557050,78/79 YORK ASSOCIATES,102,1911,1,527 East 78 Street
,3847428,36061010602,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014550021,,32871600,1113 YORK AVE. REALTY,211,2009,1,1113 York Avenue
,3847440,36061012400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014670036,,940050,"420 E.73RD ST.,LLC",20,1910,1,420 East 73 Street
,3847441,36061012600,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014450023,,12125250,NYC HOUSING AUTHORITY,150,1975,1,1305 1 Avenue
,3847575,36061013800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015250034,,1451700,230 EAST 80 REALTY LL,24,1910,1,230 East 80 Street
,3847758,36061014000,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014127502,,37125456,NORRIE CORPORATION,72,2000,2,188 East 78 Street
,3847776,36061013400,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014320040,1,1560150,220 EAST 78 ASSOCS.,28,1910,1,220 East 78 Street
,3847877,36061013400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014527501,,9732159,ISIS CONDOMINIUM,30,2008,1,303 East 77 Street
,3848004,36061013400,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014310031,,697950,SENIOR LIVING OPTIONS,19,1920,1,246 East 77 Street
,3848047,36061012800,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014090053,,1295550,1043-1049 LEXINGTON,12,1910,1,1045 Lexington Avenue
,3848058,36061013400,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014320038,,2100600,230 EAST 78 ASSOCS.,28,1910,1,226 East 78 Street
,3848071,36061013800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015250031,,1729800,236-238 EAST 80 REAL,28,1910,1,236 East 80 Street
,3848291,36061013800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015250035,,1363500,228 EAST 80 REALTY LL,24,1910,1,228 East 80 Street
,3848331,36061013400,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1014510047,,600750,NEW 304 LLC,11,1910,1,304 East 77 Street
,3848350,36061013800,Upper East Side,City Council District 5,MN 08 - Upper East Side,Manhattan,New York City,1015267503,,426805,,6,1910,1,236 East 81 Street
,3848403,36061013400,Upper East Side,City Council District 4,MN 08 - Upper East Side,Manhattan,New York City,1014337502,,29943895,,45,2011,1,200 East 79 Street
,3848414,36061017900,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012410025,,12155850,NYC HOUSING AUTHORITY,221,1969,1,680 Amsterdam Avenue
,3848427,36061018700,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018700042,,1415700,200-230 W 99 REALTY L,25,1925,1,216 West 99 Street
,3848439,36061018700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1018700060,,804600,BILANDER HDFC,34,1920,1,260 West 99 Street
,3848452,36061018100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012250001,,15969600,GR HOUSING CORP,199,1967,1,701 Amsterdam Avenue
,3848457,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012240016,,3321000,NYC HOUSING AUTHORITY,58,1910,10,141 West 93 Street
,3848463,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012240042,,2938950,NYC HOUSING AUTHORITY,70,1965,1,120 West 94 Street
1,3848483,36061018300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012530010,1,3632850,CLOVER HOUSING DEVELO,,1910,1,319 West 94 Street
,3848545,36061018700,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018700035,,756450,200-230 W 99 REALTY L,10,1925,1,794 Amsterdam Avenue
,3848563,36061018700,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018700037,,1525500,200-230 W 99 REALTY L,26,1925,1,206 West 99 Street
,3848565,36061018100,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018327502,1,13925250,,217,1971,1,65 West 96 Street
,3848576,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018360020,,855450,4 MANHATTAN AVENUE LL,36,1900,1,4 Manhattan Avenue
,3848582,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018390045,,1786050,WEST 104 ST ASSOCIATE,20,1920,1,82 Manhattan Avenue
,3848591,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012070001,1,11675250,STRYCKER'S BAY APTS I,234,1965,3,689 Columbus Avenue
,3848593,36061018500,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018527501,,86037299,808 COLUMBUS CONDOMIN,359,2007,1,808 Columbus Avenue
,3848594,36061018900,Upper West Side,City Council District 7,MN 07 - Upper West Side,Manhattan,New York City,1018360019,,349650,8 MANHATTAN AVENUE LL,19,1900,1,8 Manhattan Avenue
,3848737,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012010009,,453286,51 WEST 87TH OWNERS C,6,1900,1,51 West 87 Street
,3848765,36061017700,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012040001,1,8660700,ST MARTINS HOUSING CO,180,1970,1,621 Columbus Avenue
,3848836,36061017300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1012000052,,978318,WEST EIGHTIES ASSOCIA,7,1910,1,44 West 87 Street
